"cell_genes"	"cell_type"	"k"
"TPM2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LAMP5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ITM2C"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PTCRA"	"Plasmacytoid.Dendritic"	"Cluster 49"
"IRF4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"APP"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CXCR3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DERL3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"NAPSB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GZMB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"C12orf75"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DNASE1L3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PLAC8"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TRAF4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CLIC3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PROC"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MYBL2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"BCL11A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SMIM5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SHD"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LILRB4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RASD1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GAS6"	"Plasmacytoid.Dendritic"	"Cluster 49"
"FAM129C"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RNASET2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"FUT7"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CYB561A3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LINC00996"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GPR183"	"Plasmacytoid.Dendritic"	"Cluster 49"
"OPN3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PACSIN1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PHEX"	"Plasmacytoid.Dendritic"	"Cluster 49"
"HERPUD1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PARK7"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ASIP"	"Plasmacytoid.Dendritic"	"Cluster 49"
"EPHB1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PFKFB2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"C12orf45"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PLP2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SIDT1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RNASE6"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SPCS1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"VIMP"	"Plasmacytoid.Dendritic"	"Cluster 49"
"P2RY14"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ST6GALNAC4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ZFAT"	"Plasmacytoid.Dendritic"	"Cluster 49"
"NPC2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SLC15A4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"KCNK17"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SCAMP5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RPS6KA4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SRP14"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MPEG1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PHB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GAPT"	"Plasmacytoid.Dendritic"	"Cluster 49"
"IGFLR1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CD4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SEL1L3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"C9orf142"	"Plasmacytoid.Dendritic"	"Cluster 49"
"IRF2BP2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CRYM"	"Plasmacytoid.Dendritic"	"Cluster 49"
"KRT5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"HINT1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GPX1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"UCP2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SOX4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PPP1R14A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TNFRSF21"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LIME1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"HIGD1A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"AEBP1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"UNC93B1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"VEGFB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ERP29"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GNG7"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SELL"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RPLP0"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ABHD15"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CNPY3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"C16orf93"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SLC7A5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TGFBI"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CHAF1A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SPNS3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PRMT9"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CD74"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ATG101"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PTGDS"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ZNF706"	"Plasmacytoid.Dendritic"	"Cluster 49"
"FUZ"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SLC7A5P2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MAPKAPK2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SMIM3"	"Plasmacytoid.Dendritic"	"Cluster 49"
"BLNK"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MAN2B1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ALOX5AP"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SEC61G"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TCL1A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"HSP90B1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PTPRE"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PPIB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SPINT2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CD2AP"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CORO1C"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RUNX2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"VAMP8"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RPS8"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CBX6"	"Plasmacytoid.Dendritic"	"Cluster 49"
"BCL7A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"IDH3A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"REPIN1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LOC642361"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CSF2RB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PPM1K"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TXN"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SULF2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CD164"	"Plasmacytoid.Dendritic"	"Cluster 49"
"AMICA1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ERCC1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"FCHSD2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"NUCB2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ATP13A2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"OFD1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DCK"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RAB11FIP1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SSR4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"EIF2AK4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"COMMD6"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DUSP5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TRABD"	"Plasmacytoid.Dendritic"	"Cluster 49"
"FKBP2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ST14"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SNRNP25"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MEF2C"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SIK1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"FAM213A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MXD4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RRBP1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MGST2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MIF4GD"	"Plasmacytoid.Dendritic"	"Cluster 49"
"THEMIS2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"A1BG"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MS4A6A"	"Plasmacytoid.Dendritic"	"Cluster 49"
"OGT"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ARL4C"	"Plasmacytoid.Dendritic"	"Cluster 49"
"YPEL5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CERS6"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LTB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DNAJC4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"GNA15"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PRKCB"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CCDC186"	"Plasmacytoid.Dendritic"	"Cluster 49"
"OSTC"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CDKN2D"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CAT"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TSEN34"	"Plasmacytoid.Dendritic"	"Cluster 49"
"USF2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"HIST1H2BK"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ITGAE"	"Plasmacytoid.Dendritic"	"Cluster 49"
"IFNAR2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"ANKRD11"	"Plasmacytoid.Dendritic"	"Cluster 49"
"RNF130"	"Plasmacytoid.Dendritic"	"Cluster 49"
"B4GALT1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SIVA1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"APEX1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SNHG7"	"Plasmacytoid.Dendritic"	"Cluster 49"
"UBE2J1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"NCF1C"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MAP3K2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DSTN"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TMEM141"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TSPYL2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SELPLG"	"Plasmacytoid.Dendritic"	"Cluster 49"
"BCL2L11"	"Plasmacytoid.Dendritic"	"Cluster 49"
"BAG1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PAIP1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"TIMM13"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DBI"	"Plasmacytoid.Dendritic"	"Cluster 49"
"CDK2AP2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"PLEK"	"Plasmacytoid.Dendritic"	"Cluster 49"
"MDFIC"	"Plasmacytoid.Dendritic"	"Cluster 49"
"NR3C1"	"Plasmacytoid.Dendritic"	"Cluster 49"
"BID"	"Plasmacytoid.Dendritic"	"Cluster 49"
"DDAH2"	"Plasmacytoid.Dendritic"	"Cluster 49"
"AREG"	"Plasmacytoid.Dendritic"	"Cluster 49"
"SNHG5"	"Plasmacytoid.Dendritic"	"Cluster 49"
"LDLRAD4"	"Plasmacytoid.Dendritic"	"Cluster 49"
"WFDC21P"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CSF2RA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DPB1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DPA1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DQA1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LAMP3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"IDO1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DQB1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CCL22"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"DUSP4"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DQA2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"C1orf54"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"BASP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LGALS2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NAPSB"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD74"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GSN"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"IL4I1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CLEC9A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"FSCN1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DRB5"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DRB1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DRA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RAMP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SERPINF1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD83"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TXN"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PPA1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"BCL2L14"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CLIC2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LAD1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CCL17"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SYNGR2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"S100B"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"C15orf48"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DRB6"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TACSTD2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MAP3K13"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MCOLN2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DQB2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"EBI3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CPVL"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ADAM19"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MARCKSL1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ADAM8"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LSP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SERPINB9"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CXCL16"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CST3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"DNASE1L3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"DAPP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CCR7"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DMA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PKIB"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DOB"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SPINT2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD40"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD1C"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ACTG1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GPR137B"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GPR183"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"WDFY4"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"DUSP5"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"IRF8"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CDKN1A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RALA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NET1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RAB11FIP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PTMS"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"S100A10"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"AXL"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TMSB10"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RFTN1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SPI1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD86"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"REPIN1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TYMP"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PVRL2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NR4A3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CADM1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"REL"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD1E"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PNMA1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RGS10"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PEA15"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NDRG2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ATF5"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CTSZ"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"OGFRL1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"VIM"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HLA-DMB"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ALCAM"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TBC1D8"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GRINA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SERPINB1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PLEK"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"DBI"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"IL1R2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PMAIP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"G0S2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NFKB1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ENTPD1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SNX3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NCCRP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TRAF1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CMTM6"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CFLAR"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PLEKHO1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"VMO1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD1B"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PPT1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CTSH"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"KLF4"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"HMGA1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MIR155HG"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"FILIP1L"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LAP3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"IL13RA1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"BID"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SHTN1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SGK1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"UBD"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TAP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"KYNU"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RNASE6"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MTHFD2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CLEC10A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ATF4"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PIM3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CCL19"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ANXA2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MARCKS"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CPNE3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"KLF6"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LGALS1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CST7"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GSTP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"PPP1R14A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ST3GAL5"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CRIP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RASSF4"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GABARAPL2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TAGLN2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ACTB"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RGCC"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"YWHAH"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"LDHA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ENO1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"BIRC3"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NEAT1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"BCL2A1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NAAA"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"GPX4"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"RAB32"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"ZFAS1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"NUB1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CRIP2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"MS4A6A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"FCER1A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"AREG"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TMEM176A"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CXCL9"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"SOD2"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"TIMP1"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CXCL8"	"Myeloid.Dendritic.Type.1"	"Cluster 50"
"CD1C"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CLEC10A"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DPB1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"FCER1A"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DPA1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DQB1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DQA1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CD1E"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DRB6"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DMB"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DRB5"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CST3"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DQB2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DRB1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DMA"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DRA"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DQA2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"PLD4"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CPVL"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CD74"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"LGALS2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"NAPSB"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"FCGR2B"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"PKIB"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"NDRG2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"GSN"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"MS4A6A"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CSF2RA"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"RNASE6"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"FGL2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CEBPD"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CD1D"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"SPINT2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CTSH"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"AMICA1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"YWHAH"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"HLA-DOA"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"CD86"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"MNDA"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"LYZ"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"GPR183"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"SPI1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"BASP1"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"TGFBI"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"IL1R2"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"FAM26F"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
"LY86"	"Myeloid.Dendritic.Type.2"	"Cluster 51"
